id	filename	md5	size	state
ed384ab6-2141-4d38-bfbb-a04005caacf4	068e5453-bbdd-4adf-95c7-9fbaca4c3c82.wxs.aliquot_ensemble_masked.maf.gz	3f7b1c162aefb83d764ac15781197fa6	19461	released
bbc2b013-e9cc-4df7-869e-097e9d751c3a	7380e297-f677-41d0-b11b-d998f99b0fd9.wxs.aliquot_ensemble_masked.maf.gz	b1b73051ce41bd4f17b6dd3af4496419	26056	released
904325de-0c85-4071-bd16-ca2ba3576309	58d315fb-9531-4e3d-b0e8-26fc0a1844c7.wxs.aliquot_ensemble_masked.maf.gz	02aef42e91aa5afbf7c826d884fc134e	20397	released
ae0e1d22-5e1a-413e-840d-ab9f5cc7b1d9	40aea5ba-fc78-4dd0-8eb2-beff6b73148a.wxs.aliquot_ensemble_masked.maf.gz	f42d1e3e3b480263a02432a61f5a6f0b	20922	released
10254c73-710d-4cd0-8d60-fc68ea71e827	acb39477-bc77-4faf-b9f9-6507d27d3ddf.wxs.aliquot_ensemble_masked.maf.gz	2a1ab77ed0e7f8c962400bb9223d6f92	18413	released
1053392e-96e1-482e-83e2-f38a7a762c9e	fc185052-d5ee-4bdf-8a9a-377336092712.wxs.aliquot_ensemble_masked.maf.gz	62318afdba8db462279b03d2176cdd43	28474	released
f8572372-a2ea-4d54-95e6-0bdb34bd4251	552bf64a-2a45-44da-8ebd-931f8f73584a.wxs.aliquot_ensemble_masked.maf.gz	e6f06ed5a567e4cd01fb5766ba1e421c	24790	released
336414ee-e173-46f5-bb40-0afde3b24378	f34fc95d-7f56-4300-85b4-4155b6fb5537.wxs.aliquot_ensemble_masked.maf.gz	d848f746da40c2c9b1484d4ec8657b3c	14283	released
3c6c63a5-4a12-41ea-9b85-c2885389341a	81309039-5b38-4667-bdc1-8bd87327a0f5.wxs.aliquot_ensemble_masked.maf.gz	a4135f4407dd1ab6bb03c23bc5716399	20860	released
75880bf1-1fc2-480a-8a45-7335f7d06c80	fe67a9be-5ba1-4e7a-8ad7-a6151b9057b3.wxs.aliquot_ensemble_masked.maf.gz	be8a7a0cb141caba673a48afb7969a99	17177	released
2433f7d5-9af4-44ff-b384-f425ad9dd761	cc3609a0-2859-4dd1-a398-280342105f17.wxs.aliquot_ensemble_masked.maf.gz	055205f65d71b543656e6cee78fda285	26169	released
684cad69-d5e3-4307-8518-186f0f7314d6	05bdbc66-47ed-4359-b684-03961ae490f1.wxs.aliquot_ensemble_masked.maf.gz	a760513cdcb14007c5481e065ef2c784	22740	released
cc11ba1d-1e65-4fb3-bbd8-55e6c8ff5c49	d9df03d3-3f03-45ce-8b9f-9b96ab5d9521.wxs.aliquot_ensemble_masked.maf.gz	542d3a22324681e8486556e72421c8a5	21512	released
51f09063-57e5-4ef3-a19c-5c06f2e9104e	ed943d80-7d0b-4411-8ee3-fa37d20afcee.wxs.aliquot_ensemble_masked.maf.gz	288974be6f5ab60363e45941cb79f882	17335	released
